"period","zone","age","measure","value"
"2006-2008","S01001799","35 And Over","Ratio",0
"2007-2009","S01001799","35 And Over","Ratio",0
"2011-2013","S01001799","35 And Over","Ratio",0
"2010-2012","S01001799","35 And Over","Ratio",0
"2008-2010","S01001800","35 And Over","Count",1
"2003-2005","S01001800","All","Count",14
"2000-2002","S01001800","35 And Over","Count",1
"2001-2003","S01001800","19 And Under","Count",0
"2007-2009","S01001800","All","Count",13
"2002-2004","S01001800","19 And Under","Count",0
"2009-2011","S01001800","35 And Over","Count",1
"2011-2013","S01001800","35 And Over","Count",1
"2001-2003","S01001800","All","Count",14
"2003-2005","S01001800","19 And Under","Count",0
"2006-2008","S01001800","All","Count",15
"2004-2006","S01001800","19 And Under","Count",1
"2005-2007","S01001800","35 And Over","Count",6
"2002-2004","S01001800","35 And Over","Count",0
"2006-2008","S01001800","35 And Over","Count",5
"2004-2006","S01001800","35 And Over","Count",4
"2005-2007","S01001800","19 And Under","Count",1
"2010-2012","S01001800","35 And Over","Count",1
"2003-2005","S01001800","35 And Over","Count",1
"2004-2006","S01001800","All","Count",15
"2006-2008","S01001800","19 And Under","Count",1
"2011-2013","S01001800","All","Count",6
"2007-2009","S01001800","35 And Over","Count",2
"2001-2003","S01001800","35 And Over","Count",1
"2005-2007","S01001800","All","Count",18
"2007-2009","S01001800","19 And Under","Count",0
"2008-2010","S01001800","19 And Under","Count",0
"2010-2012","S01001800","All","Count",10
"2009-2011","S01001800","19 And Under","Count",0
"2002-2004","S01001800","All","Count",14
"2009-2011","S01001800","All","Count",14
"2010-2012","S01001800","19 And Under","Count",0
"2000-2002","S01001800","19 And Under","Count",0
"2000-2002","S01001800","All","Count",11
"2011-2013","S01001800","19 And Under","Count",0
"2008-2010","S01001800","All","Count",12
"2001-2003","S01001800","19 And Under","Ratio",0
"2002-2004","S01001800","19 And Under","Ratio",0
"2003-2005","S01001800","19 And Under","Ratio",0
"2004-2006","S01001800","19 And Under","Ratio","6.67"
"2005-2007","S01001800","19 And Under","Ratio","5.56"
"2006-2008","S01001800","19 And Under","Ratio","6.67"
"2007-2009","S01001800","19 And Under","Ratio",0
"2008-2010","S01001800","19 And Under","Ratio",0
"2009-2011","S01001800","19 And Under","Ratio",0
"2010-2012","S01001800","19 And Under","Ratio",0
"2000-2002","S01001800","19 And Under","Ratio",0
"2011-2013","S01001800","19 And Under","Ratio",0
"2003-2005","S01001800","35 And Over","Ratio","7.14"
"2008-2010","S01001800","35 And Over","Ratio","8.33"
"2009-2011","S01001800","35 And Over","Ratio","7.14"
"2002-2004","S01001800","35 And Over","Ratio",0
"2000-2002","S01001800","35 And Over","Ratio","9.09"
"2004-2006","S01001800","35 And Over","Ratio","26.67"
"2005-2007","S01001800","35 And Over","Ratio","33.33"
"2001-2003","S01001800","35 And Over","Ratio","7.14"
"2006-2008","S01001800","35 And Over","Ratio","33.33"
"2007-2009","S01001800","35 And Over","Ratio","15.38"
"2011-2013","S01001800","35 And Over","Ratio","16.67"
"2010-2012","S01001800","35 And Over","Ratio",10
"2008-2010","S01001801","35 And Over","Count",2
"2003-2005","S01001801","All","Count",2
"2000-2002","S01001801","35 And Over","Count",1
"2001-2003","S01001801","19 And Under","Count",0
"2007-2009","S01001801","All","Count",9
"2002-2004","S01001801","19 And Under","Count",0
"2009-2011","S01001801","35 And Over","Count",2
"2011-2013","S01001801","35 And Over","Count",1
"2001-2003","S01001801","All","Count",6
"2003-2005","S01001801","19 And Under","Count",0
"2006-2008","S01001801","All","Count",6
"2004-2006","S01001801","19 And Under","Count",0
"2005-2007","S01001801","35 And Over","Count",0
"2002-2004","S01001801","35 And Over","Count",1
"2006-2008","S01001801","35 And Over","Count",1
"2004-2006","S01001801","35 And Over","Count",0
"2005-2007","S01001801","19 And Under","Count",0
"2010-2012","S01001801","35 And Over","Count",2
"2003-2005","S01001801","35 And Over","Count",0
"2004-2006","S01001801","All","Count",3
"2006-2008","S01001801","19 And Under","Count",0
"2011-2013","S01001801","All","Count",3
"2007-2009","S01001801","35 And Over","Count",1
"2001-2003","S01001801","35 And Over","Count",1
"2005-2007","S01001801","All","Count",3
"2007-2009","S01001801","19 And Under","Count",0
"2008-2010","S01001801","19 And Under","Count",0
"2010-2012","S01001801","All","Count",4
"2009-2011","S01001801","19 And Under","Count",0
"2002-2004","S01001801","All","Count",4
"2009-2011","S01001801","All","Count",8
"2010-2012","S01001801","19 And Under","Count",0
"2000-2002","S01001801","19 And Under","Count",0
"2000-2002","S01001801","All","Count",8
"2011-2013","S01001801","19 And Under","Count",0
"2008-2010","S01001801","All","Count",9
"2001-2003","S01001801","19 And Under","Ratio",0
"2002-2004","S01001801","19 And Under","Ratio",0
"2003-2005","S01001801","19 And Under","Ratio",0
"2004-2006","S01001801","19 And Under","Ratio",0
"2005-2007","S01001801","19 And Under","Ratio",0
"2006-2008","S01001801","19 And Under","Ratio",0
"2007-2009","S01001801","19 And Under","Ratio",0
"2008-2010","S01001801","19 And Under","Ratio",0
"2009-2011","S01001801","19 And Under","Ratio",0
"2010-2012","S01001801","19 And Under","Ratio",0
"2000-2002","S01001801","19 And Under","Ratio",0
"2011-2013","S01001801","19 And Under","Ratio",0
"2003-2005","S01001801","35 And Over","Ratio",0
"2008-2010","S01001801","35 And Over","Ratio","22.22"
"2009-2011","S01001801","35 And Over","Ratio",25
"2002-2004","S01001801","35 And Over","Ratio",25
"2000-2002","S01001801","35 And Over","Ratio","12.5"
"2004-2006","S01001801","35 And Over","Ratio",0
"2005-2007","S01001801","35 And Over","Ratio",0
"2001-2003","S01001801","35 And Over","Ratio","16.67"
"2006-2008","S01001801","35 And Over","Ratio","16.67"
"2007-2009","S01001801","35 And Over","Ratio","11.11"
"2011-2013","S01001801","35 And Over","Ratio","33.33"
"2010-2012","S01001801","35 And Over","Ratio",50
"2008-2010","S01001802","35 And Over","Count",5
"2003-2005","S01001802","All","Count",17
"2000-2002","S01001802","35 And Over","Count",2
"2001-2003","S01001802","19 And Under","Count",1
"2007-2009","S01001802","All","Count",21
"2002-2004","S01001802","19 And Under","Count",0
"2009-2011","S01001802","35 And Over","Count",4
"2011-2013","S01001802","35 And Over","Count",1
"2001-2003","S01001802","All","Count",19
"2003-2005","S01001802","19 And Under","Count",0
"2006-2008","S01001802","All","Count",20
"2004-2006","S01001802","19 And Under","Count",0
"2005-2007","S01001802","35 And Over","Count",2
"2002-2004","S01001802","35 And Over","Count",2
"2006-2008","S01001802","35 And Over","Count",2
"2004-2006","S01001802","35 And Over","Count",2
"2005-2007","S01001802","19 And Under","Count",0
"2010-2012","S01001802","35 And Over","Count",3
"2003-2005","S01001802","35 And Over","Count",2
"2004-2006","S01001802","All","Count",21
"2006-2008","S01001802","19 And Under","Count",0
"2011-2013","S01001802","All","Count",12
"2007-2009","S01001802","35 And Over","Count",3
"2001-2003","S01001802","35 And Over","Count",2
"2005-2007","S01001802","All","Count",20
"2007-2009","S01001802","19 And Under","Count",2
"2008-2010","S01001802","19 And Under","Count",2
"2010-2012","S01001802","All","Count",12
"2009-2011","S01001802","19 And Under","Count",3
"2002-2004","S01001802","All","Count",20
"2009-2011","S01001802","All","Count",17
"2010-2012","S01001802","19 And Under","Count",1
"2000-2002","S01001802","19 And Under","Count",3
"2000-2002","S01001802","All","Count",30
"2011-2013","S01001802","19 And Under","Count",2
"2008-2010","S01001802","All","Count",20
"2001-2003","S01001802","19 And Under","Ratio","5.26"
"2002-2004","S01001802","19 And Under","Ratio",0
"2003-2005","S01001802","19 And Under","Ratio",0
"2004-2006","S01001802","19 And Under","Ratio",0
"2005-2007","S01001802","19 And Under","Ratio",0
"2006-2008","S01001802","19 And Under","Ratio",0
"2007-2009","S01001802","19 And Under","Ratio","9.52"
"2008-2010","S01001802","19 And Under","Ratio",10
"2009-2011","S01001802","19 And Under","Ratio","17.65"
"2010-2012","S01001802","19 And Under","Ratio","8.33"
"2000-2002","S01001802","19 And Under","Ratio",10
"2011-2013","S01001802","19 And Under","Ratio","16.67"
"2003-2005","S01001802","35 And Over","Ratio","11.76"
"2008-2010","S01001802","35 And Over","Ratio",25
"2009-2011","S01001802","35 And Over","Ratio","23.53"
"2002-2004","S01001802","35 And Over","Ratio",10
"2000-2002","S01001802","35 And Over","Ratio","6.67"
"2004-2006","S01001802","35 And Over","Ratio","9.52"
"2005-2007","S01001802","35 And Over","Ratio",10
"2001-2003","S01001802","35 And Over","Ratio","10.53"
"2006-2008","S01001802","35 And Over","Ratio",10
"2007-2009","S01001802","35 And Over","Ratio","14.29"
"2011-2013","S01001802","35 And Over","Ratio","8.33"
"2010-2012","S01001802","35 And Over","Ratio",25
"2008-2010","S01001803","35 And Over","Count",6
"2003-2005","S01001803","All","Count",23
"2000-2002","S01001803","35 And Over","Count",3
"2001-2003","S01001803","19 And Under","Count",2
"2007-2009","S01001803","All","Count",25
"2002-2004","S01001803","19 And Under","Count",2
"2009-2011","S01001803","35 And Over","Count",5
"2011-2013","S01001803","35 And Over","Count",3
"2001-2003","S01001803","All","Count",32
"2003-2005","S01001803","19 And Under","Count",1
"2006-2008","S01001803","All","Count",26
"2004-2006","S01001803","19 And Under","Count",1
"2005-2007","S01001803","35 And Over","Count",6
"2002-2004","S01001803","35 And Over","Count",4
"2006-2008","S01001803","35 And Over","Count",4
"2004-2006","S01001803","35 And Over","Count",4
"2005-2007","S01001803","19 And Under","Count",0
"2010-2012","S01001803","35 And Over","Count",6
"2003-2005","S01001803","35 And Over","Count",6
"2004-2006","S01001803","All","Count",21
"2006-2008","S01001803","19 And Under","Count",0
"2011-2013","S01001803","All","Count",5
"2007-2009","S01001803","35 And Over","Count",5
"2001-2003","S01001803","35 And Over","Count",4
"2005-2007","S01001803","All","Count",22
"2007-2009","S01001803","19 And Under","Count",0
"2008-2010","S01001803","19 And Under","Count",1
"2010-2012","S01001803","All","Count",12
"2009-2011","S01001803","19 And Under","Count",1
"2002-2004","S01001803","All","Count",31
"2009-2011","S01001803","All","Count",14
"2010-2012","S01001803","19 And Under","Count",1
"2000-2002","S01001803","19 And Under","Count",2
"2000-2002","S01001803","All","Count",36
"2011-2013","S01001803","19 And Under","Count",0
"2008-2010","S01001803","All","Count",23
"2001-2003","S01001803","19 And Under","Ratio","6.25"
"2002-2004","S01001803","19 And Under","Ratio","6.45"
"2003-2005","S01001803","19 And Under","Ratio","4.35"
"2004-2006","S01001803","19 And Under","Ratio","4.76"
"2005-2007","S01001803","19 And Under","Ratio",0
"2006-2008","S01001803","19 And Under","Ratio",0
"2007-2009","S01001803","19 And Under","Ratio",0
"2008-2010","S01001803","19 And Under","Ratio","4.35"
"2009-2011","S01001803","19 And Under","Ratio","7.14"
"2010-2012","S01001803","19 And Under","Ratio","8.33"
"2000-2002","S01001803","19 And Under","Ratio","5.56"
"2011-2013","S01001803","19 And Under","Ratio",0
"2003-2005","S01001803","35 And Over","Ratio","26.09"
"2008-2010","S01001803","35 And Over","Ratio","26.09"
"2009-2011","S01001803","35 And Over","Ratio","35.71"
"2002-2004","S01001803","35 And Over","Ratio","12.9"
"2000-2002","S01001803","35 And Over","Ratio","8.33"
"2004-2006","S01001803","35 And Over","Ratio","19.05"
"2005-2007","S01001803","35 And Over","Ratio","27.27"
"2001-2003","S01001803","35 And Over","Ratio","12.5"
"2006-2008","S01001803","35 And Over","Ratio","15.38"
"2007-2009","S01001803","35 And Over","Ratio",20
"2011-2013","S01001803","35 And Over","Ratio",60
"2010-2012","S01001803","35 And Over","Ratio",50
"2008-2010","S01001804","35 And Over","Count",2
"2003-2005","S01001804","All","Count",20
"2000-2002","S01001804","35 And Over","Count",0
"2001-2003","S01001804","19 And Under","Count",0
"2007-2009","S01001804","All","Count",12
"2002-2004","S01001804","19 And Under","Count",0
"2009-2011","S01001804","35 And Over","Count",3
"2011-2013","S01001804","35 And Over","Count",1
"2001-2003","S01001804","All","Count",17
"2003-2005","S01001804","19 And Under","Count",0
"2006-2008","S01001804","All","Count",7
"2004-2006","S01001804","19 And Under","Count",0
"2005-2007","S01001804","35 And Over","Count",1
"2002-2004","S01001804","35 And Over","Count",4
"2006-2008","S01001804","35 And Over","Count",0
"2004-2006","S01001804","35 And Over","Count",3
"2005-2007","S01001804","19 And Under","Count",0
"2010-2012","S01001804","35 And Over","Count",2
"2003-2005","S01001804","35 And Over","Count",5
"2004-2006","S01001804","All","Count",17
"2006-2008","S01001804","19 And Under","Count",0
"2011-2013","S01001804","All","Count",8
"2007-2009","S01001804","35 And Over","Count",1
"2001-2003","S01001804","35 And Over","Count",2
"2005-2007","S01001804","All","Count",12
"2007-2009","S01001804","19 And Under","Count",0
"2008-2010","S01001804","19 And Under","Count",2
"2010-2012","S01001804","All","Count",15
"2009-2011","S01001804","19 And Under","Count",2
"2002-2004","S01001804","All","Count",19
"2009-2011","S01001804","All","Count",20
"2010-2012","S01001804","19 And Under","Count",2
"2000-2002","S01001804","19 And Under","Count",0
"2000-2002","S01001804","All","Count",17
"2011-2013","S01001804","19 And Under","Count",0
"2008-2010","S01001804","All","Count",18
"2001-2003","S01001804","19 And Under","Ratio",0
"2002-2004","S01001804","19 And Under","Ratio",0
"2003-2005","S01001804","19 And Under","Ratio",0
"2004-2006","S01001804","19 And Under","Ratio",0
"2005-2007","S01001804","19 And Under","Ratio",0
"2006-2008","S01001804","19 And Under","Ratio",0
"2007-2009","S01001804","19 And Under","Ratio",0
"2008-2010","S01001804","19 And Under","Ratio","11.11"
"2009-2011","S01001804","19 And Under","Ratio",10
"2010-2012","S01001804","19 And Under","Ratio","13.33"
"2000-2002","S01001804","19 And Under","Ratio",0
"2011-2013","S01001804","19 And Under","Ratio",0
"2003-2005","S01001804","35 And Over","Ratio",25
"2008-2010","S01001804","35 And Over","Ratio","11.11"
"2009-2011","S01001804","35 And Over","Ratio",15
"2002-2004","S01001804","35 And Over","Ratio","21.05"
"2000-2002","S01001804","35 And Over","Ratio",0
"2004-2006","S01001804","35 And Over","Ratio","17.65"
"2005-2007","S01001804","35 And Over","Ratio","8.33"
"2001-2003","S01001804","35 And Over","Ratio","11.76"
"2006-2008","S01001804","35 And Over","Ratio",0
"2007-2009","S01001804","35 And Over","Ratio","8.33"
"2011-2013","S01001804","35 And Over","Ratio","12.5"
"2010-2012","S01001804","35 And Over","Ratio","13.33"
"2008-2010","S01001805","35 And Over","Count",2
"2003-2005","S01001805","All","Count",11
"2000-2002","S01001805","35 And Over","Count",0
"2001-2003","S01001805","19 And Under","Count",1
"2007-2009","S01001805","All","Count",13
"2002-2004","S01001805","19 And Under","Count",0
"2009-2011","S01001805","35 And Over","Count",1
"2011-2013","S01001805","35 And Over","Count",0
"2001-2003","S01001805","All","Count",9
"2003-2005","S01001805","19 And Under","Count",1
"2006-2008","S01001805","All","Count",16
"2004-2006","S01001805","19 And Under","Count",1
"2005-2007","S01001805","35 And Over","Count",2
"2002-2004","S01001805","35 And Over","Count",1
"2006-2008","S01001805","35 And Over","Count",3
"2004-2006","S01001805","35 And Over","Count",2
"2005-2007","S01001805","19 And Under","Count",1
"2010-2012","S01001805","35 And Over","Count",1
"2003-2005","S01001805","35 And Over","Count",1
"2004-2006","S01001805","All","Count",15
"2006-2008","S01001805","19 And Under","Count",0
"2011-2013","S01001805","All","Count",5
"2007-2009","S01001805","35 And Over","Count",1
"2001-2003","S01001805","35 And Over","Count",1
"2005-2007","S01001805","All","Count",13
"2007-2009","S01001805","19 And Under","Count",0
"2008-2010","S01001805","19 And Under","Count",1
"2010-2012","S01001805","All","Count",6
"2009-2011","S01001805","19 And Under","Count",1
"2002-2004","S01001805","All","Count",11
"2009-2011","S01001805","All","Count",9
"2010-2012","S01001805","19 And Under","Count",1
"2000-2002","S01001805","19 And Under","Count",3
"2000-2002","S01001805","All","Count",9
"2011-2013","S01001805","19 And Under","Count",0
"2008-2010","S01001805","All","Count",12
"2001-2003","S01001805","19 And Under","Ratio","11.11"
"2002-2004","S01001805","19 And Under","Ratio",0
"2003-2005","S01001805","19 And Under","Ratio","9.09"
"2004-2006","S01001805","19 And Under","Ratio","6.67"
"2005-2007","S01001805","19 And Under","Ratio","7.69"
"2006-2008","S01001805","19 And Under","Ratio",0
